"id" "danceability" "energy" "key" "loudness" "mode" "speechiness" "acousticness" "instrumentalness" "liveness" "valence" "tempo" "duration_ms" "time_signature" "uri" "analysis_url" "name"
"82" "47Bf8yRO9vojEdixfiXdfG" 0.173 0.977 2 -5.262 1 0.131 7.61e-06 0.256 0.81 0.0395 127.967 457920 4 "spotify:track:47Bf8yRO9vojEdixfiXdfG" "https://api.spotify.com/v1/audio-analysis/47Bf8yRO9vojEdixfiXdfG" "Stockholm Syndrome - Live From Wembley Stadium"
"83" "4zRb8n2jRsvMDlFxTCMXvy" 0.238 0.781 1 -7.38 1 0.111 0.00288 0.0958 0.953 0.105 130.538 282386 3 "spotify:track:4zRb8n2jRsvMDlFxTCMXvy" "https://api.spotify.com/v1/audio-analysis/4zRb8n2jRsvMDlFxTCMXvy" "[Take A Bow - Live From Wembley Stadium"
"84" "4jrCMOG9OPe6iF4vWFxatb" 0.242 0.708 8 -5.641 1 0.0525 0.162 0.000593 0.707 0.176 130.21 275493 3 "spotify:track:4jrCMOG9OPe6iF4vWFxatb" "https://api.spotify.com/v1/audio-analysis/4jrCMOG9OPe6iF4vWFxatb" "Take a Bow"
"85" "3skn2lauGk7Dx6bVIt5DVj" 0.55 0.874 4 -4.046 1 0.0321 0.000436 1.02e-05 0.206 0.318 121.61 240213 4 "spotify:track:3skn2lauGk7Dx6bVIt5DVj" "https://api.spotify.com/v1/audio-analysis/3skn2lauGk7Dx6bVIt5DVj" "Starlight"
"86" "3lPr8ghNDBLc2uZovNyLs9" 0.668 0.921 7 -3.727 1 0.0439 0.0492 0.00517 0.0877 0.782 120 212440 4 "spotify:track:3lPr8ghNDBLc2uZovNyLs9" "https://api.spotify.com/v1/audio-analysis/3lPr8ghNDBLc2uZovNyLs9" "Supermassive Black Hole"
"87" "5YXr4AGfUQpLSxtFSsKUh6" 0.493 0.959 8 -3.613 1 0.0414 0.000386 0.118 0.254 0.703 125.04 258066 4 "spotify:track:5YXr4AGfUQpLSxtFSsKUh6" "https://api.spotify.com/v1/audio-analysis/5YXr4AGfUQpLSxtFSsKUh6" "Map Of The Problematique"
"88" "6jH5aCuXgtygWpx7BF54at" 0.534 0.408 2 -12.67 1 0.0317 0.875 0.00186 0.364 0.475 104.212 124706 3 "spotify:track:6jH5aCuXgtygWpx7BF54at" "https://api.spotify.com/v1/audio-analysis/6jH5aCuXgtygWpx7BF54at" "Soldier's Poem"
"89" "2zmR3FG7iOGDAdwrVPzdg9" 0.226 0.808 0 -5.608 1 0.0433 0.0159 0.0287 0.184 0.19 92.591 301386 4 "spotify:track:2zmR3FG7iOGDAdwrVPzdg9" "https://api.spotify.com/v1/audio-analysis/2zmR3FG7iOGDAdwrVPzdg9" "Invincible"
"90" "6JnFVmPyJvjnfBag0hhIFa" 0.351 0.961 7 -3.942 0 0.145 0.00133 0.00335 0.108 0.416 124.715 211133 4 "spotify:track:6JnFVmPyJvjnfBag0hhIFa" "https://api.spotify.com/v1/audio-analysis/6JnFVmPyJvjnfBag0hhIFa" "Assassin"
"91" "20vZII9Yu52czI9Fk4p39r" 0.599 0.926 0 -4.064 1 0.0676 0.000454 2.68e-05 0.0866 0.606 123.02 233266 4 "spotify:track:20vZII9Yu52czI9Fk4p39r" "https://api.spotify.com/v1/audio-analysis/20vZII9Yu52czI9Fk4p39r" "Exo-Politics"
"92" "3Sno9FE8r2uz8QP0MtnTPL" 0.285 0.915 2 -5.158 0 0.0741 0.00268 0.0279 0.137 0.309 119.817 288266 4 "spotify:track:3Sno9FE8r2uz8QP0MtnTPL" "https://api.spotify.com/v1/audio-analysis/3Sno9FE8r2uz8QP0MtnTPL" "City Of Delusion"
"93" "0EkE0ripJ9OFNzvZANzo5C" 0.254 0.216 0 -9.713 0 0.0339 0.543 0.325 0.111 0.12 136.851 223426 4 "spotify:track:0EkE0ripJ9OFNzvZANzo5C" "https://api.spotify.com/v1/audio-analysis/0EkE0ripJ9OFNzvZANzo5C" "Hoodoo"
"94" "7ouMYWpwJ422jRcDASZB7P" 0.366 0.963 11 -5.301 0 0.142 0.000273 0.0122 0.115 0.211 137.114 366213 4 "spotify:track:7ouMYWpwJ422jRcDASZB7P" "https://api.spotify.com/v1/audio-analysis/7ouMYWpwJ422jRcDASZB7P" "Knights Of Cydonia"
"95" "6IfitwQQ1Gu9g9QnLWDHRY" 0.4 0.979 11 -5.052 1 0.0968 0.0151 0.0164 0.342 0.0791 100.937 281027 4 "spotify:track:6IfitwQQ1Gu9g9QnLWDHRY" "https://api.spotify.com/v1/audio-analysis/6IfitwQQ1Gu9g9QnLWDHRY" "Glorious"
"96" "51RXhZbTM27y8DUYuQjWG7" 0.828 0.0704 0 -29.015 1 0.103 0.919 0.234 0.378 0 78.317 22133 4 "spotify:track:51RXhZbTM27y8DUYuQjWG7" "https://api.spotify.com/v1/audio-analysis/51RXhZbTM27y8DUYuQjWG7" "Intro"
"97" "6z0QCh7CTU9bE5C7TAHK4R" 0.149 0.885 6 -5.437 1 0.0429 0.101 0.00922 0.247 0.181 160.03 252867 4 "spotify:track:6z0QCh7CTU9bE5C7TAHK4R" "https://api.spotify.com/v1/audio-analysis/6z0QCh7CTU9bE5C7TAHK4R" "Apocalypse Please"
"98" "2takcwOaAZWiXQijPHIx7B" 0.585 0.842 9 -5.883 0 0.0556 0.00242 0.00686 0.0866 0.428 118.211 237040 4 "spotify:track:2takcwOaAZWiXQijPHIx7B" "https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B" "Time Is Running Out"
"99" "1hHuyqVCZCbhYQixEkdQCo" 0.436 0.678 5 -7.211 1 0.0301 0.457 0.0384 0.0873 0.194 170.287 294867 4 "spotify:track:1hHuyqVCZCbhYQixEkdQCo" "https://api.spotify.com/v1/audio-analysis/1hHuyqVCZCbhYQixEkdQCo" "Sing for Absolution"
"100" "5VVWgWH8HFLAtM8lbttvn9" 0.434 0.977 2 -4.845 1 0.0786 0.00187 0.166 0.347 0.0939 128.223 297000 4 "spotify:track:5VVWgWH8HFLAtM8lbttvn9" "https://api.spotify.com/v1/audio-analysis/5VVWgWH8HFLAtM8lbttvn9" "Stockholm Syndrome"
"101" "5cvFycFL4BTMA3dHSstMqi" 0.296 0.683 0 -8.932 1 0.0361 0.338 0.195 0.0917 0.272 95.483 280627 4 "spotify:track:5cvFycFL4BTMA3dHSstMqi" "https://api.spotify.com/v1/audio-analysis/5cvFycFL4BTMA3dHSstMqi" "Falling Away with You"
"102" "7gmQ329Ocmvb9OImqevFBF" 0.158 0.202 9 -19.105 0 0.0446 0.206 0.793 0.132 0.257 73.846 37667 4 "spotify:track:7gmQ329Ocmvb9OImqevFBF" "https://api.spotify.com/v1/audio-analysis/7gmQ329Ocmvb9OImqevFBF" "Interlude"
"103" "7xyYsOvq5Ec3P4fr6mM9fD" 0.412 0.92 9 -4.852 0 0.0575 0.000456 0.0026 0.11 0.455 93.162 227440 4 "spotify:track:7xyYsOvq5Ec3P4fr6mM9fD" "https://api.spotify.com/v1/audio-analysis/7xyYsOvq5Ec3P4fr6mM9fD" "Hysteria"
"104" "2nTgdpxwpXTk5x1c9yaO3W" 0.172 0.28 10 -11.877 1 0.0394 0.43 0.408 0.131 0.0617 116.94 262200 3 "spotify:track:2nTgdpxwpXTk5x1c9yaO3W" "https://api.spotify.com/v1/audio-analysis/2nTgdpxwpXTk5x1c9yaO3W" "Blackout"
"105" "0xJLcjd0gaZct43xG1UlXS" 0.42 0.691 9 -8.56 1 0.0501 0.31 0.0427 0.109 0.0383 115.326 301733 4 "spotify:track:0xJLcjd0gaZct43xG1UlXS" "https://api.spotify.com/v1/audio-analysis/0xJLcjd0gaZct43xG1UlXS" "Butterflies and Hurricanes"
"106" "6mPJvjjx7pcfZuI57Dh95o" 0.249 0.965 2 -3.783 1 0.076 0.000145 8.41e-05 0.303 0.514 161.561 209000 4 "spotify:track:6mPJvjjx7pcfZuI57Dh95o" "https://api.spotify.com/v1/audio-analysis/6mPJvjjx7pcfZuI57Dh95o" "The Small Print"
"107" "131F3d3InZE2fqzTHptIgQ" 0.656 0.471 9 -9.668 0 0.0351 0.814 0.256 0.0515 0.631 110.175 228933 4 "spotify:track:131F3d3InZE2fqzTHptIgQ" "https://api.spotify.com/v1/audio-analysis/131F3d3InZE2fqzTHptIgQ" "Endlessly"
"108" "7LB6xhGZ0jCbP3PfUDA7yw" 0.26 0.946 3 -5.387 1 0.061 0.000837 0.0882 0.27 0.425 178.508 187293 4 "spotify:track:7LB6xhGZ0jCbP3PfUDA7yw" "https://api.spotify.com/v1/audio-analysis/7LB6xhGZ0jCbP3PfUDA7yw" "Thoughts of a Dying Atheist"
"109" "5Zm5oxx8yyLKOAJf1knPmR" 0.395 0.232 5 -12.982 0 0.0319 0.801 0.836 0.131 0.0388 148.289 292293 3 "spotify:track:5Zm5oxx8yyLKOAJf1knPmR" "https://api.spotify.com/v1/audio-analysis/5Zm5oxx8yyLKOAJf1knPmR" "Ruled by Secrecy"
"110" "5Lwp4ZWFVxvCtcpfP22Jvm" 0.0914 0.69 0 -6.681 1 0.0417 0.00101 0.00902 0.167 0.146 163.808 302040 4 "spotify:track:5Lwp4ZWFVxvCtcpfP22Jvm" "https://api.spotify.com/v1/audio-analysis/5Lwp4ZWFVxvCtcpfP22Jvm" "Fury"
"111" "7LldexmR174PEfnFrMgr24" 0.349 0.836 7 -8.759 1 0.0649 0.00747 0.133 0.0503 0.0921 147.907 257760 4 "spotify:track:7LldexmR174PEfnFrMgr24" "https://api.spotify.com/v1/audio-analysis/7LldexmR174PEfnFrMgr24" "Forced In"
"112" "4nDEirAHqPKVfakSlvJOCn" 0.221 0.809 9 -5.281 0 0.0538 0.00739 3.42e-05 0.304 0.236 122.482 187066 4 "spotify:track:4nDEirAHqPKVfakSlvJOCn" "https://api.spotify.com/v1/audio-analysis/4nDEirAHqPKVfakSlvJOCn" "Shrinking Universe"
"113" "4fv1bVofsMcwqGZpMT6eSv" 0.455 0.602 9 -6.598 1 0.0348 0.0175 0.0213 0.269 0.44 140.01 215173 4 "spotify:track:4fv1bVofsMcwqGZpMT6eSv" "https://api.spotify.com/v1/audio-analysis/4fv1bVofsMcwqGZpMT6eSv" "Recess"
"114" "60BmLiP4Q7iqhzNq3OfehR" 0.0839 0.886 0 -5.124 1 0.0574 1.85e-05 0.885 0.108 0.392 170.11 185933 4 "spotify:track:60BmLiP4Q7iqhzNq3OfehR" "https://api.spotify.com/v1/audio-analysis/60BmLiP4Q7iqhzNq3OfehR" "Yes Please"
"115" "4OJjI21Yz37nchrNl71kn5" 0.586 0.571 9 -10.111 1 0.0532 0.256 0.000211 0.0283 0.344 150.511 263600 4 "spotify:track:4OJjI21Yz37nchrNl71kn5" "https://api.spotify.com/v1/audio-analysis/4OJjI21Yz37nchrNl71kn5" "Map Of Your Head"
"116" "71RxXSxf7WKtBuDuDMspx1" 0.52 0.803 2 -7.329 1 0.0437 0.00955 7.08e-05 0.297 0.498 140.052 219360 4 "spotify:track:71RxXSxf7WKtBuDuDMspx1" "https://api.spotify.com/v1/audio-analysis/71RxXSxf7WKtBuDuDMspx1" "Nature_1"
"117" "6QuLPjMNgcaTTQ6nx9HHzO" 0.145 0.542 0 -11.2 1 0.0421 0.122 0.042 0.235 0.0562 79.059 311973 4 "spotify:track:6QuLPjMNgcaTTQ6nx9HHzO" "https://api.spotify.com/v1/audio-analysis/6QuLPjMNgcaTTQ6nx9HHzO" "Shine (Acoustic)"
"118" "3fJ2gS2uZiUx6cuNXktj1Y" 0.255 0.928 1 -5.018 0 0.144 0.000795 0.698 0.366 0.252 120.837 227533 4 "spotify:track:3fJ2gS2uZiUx6cuNXktj1Y" "https://api.spotify.com/v1/audio-analysis/3fJ2gS2uZiUx6cuNXktj1Y" "Ashamed"
"119" "2b7lgdr7kkAnsyAJ1Tdp2V" 0.587 0.837 5 -8.769 1 0.0381 0.426 0.968 0.279 0.548 92.998 210266 4 "spotify:track:2b7lgdr7kkAnsyAJ1Tdp2V" "https://api.spotify.com/v1/audio-analysis/2b7lgdr7kkAnsyAJ1Tdp2V" "The Gallery"
"120" "45VjXNcZsV6Kh28MIracsd" 0.312 0.48 2 -8.744 0 0.0363 0.0142 0.424 0.188 0.122 135.84 329866 4 "spotify:track:45VjXNcZsV6Kh28MIracsd" "https://api.spotify.com/v1/audio-analysis/45VjXNcZsV6Kh28MIracsd" "Hyper Chondriac Music"
"121" "43BDk6r9OgpOlfKlYQda1U" 0.156 0.918 6 -7.599 0 0.141 6.99e-05 0.388 0.829 0.0782 82.917 363426 4 "spotify:track:43BDk6r9OgpOlfKlYQda1U" "https://api.spotify.com/v1/audio-analysis/43BDk6r9OgpOlfKlYQda1U" "Dead Star [Live From Le Zenith] - Live"
"122" "67ka5TtLS9friqV4s9eOhP" 0.278 0.882 2 -7.719 1 0.0626 6.34e-05 0.911 0.949 0.338 87.336 210773 4 "spotify:track:67ka5TtLS9friqV4s9eOhP" "https://api.spotify.com/v1/audio-analysis/67ka5TtLS9friqV4s9eOhP" "Micro Cuts [Live From Le Zenith] - Live"
"123" "3hZY23TQ7UlqvYLKEsCVWy" 0.21 0.872 9 -6.827 0 0.0384 0.000135 0.604 0.95 0.12 95.03 441266 4 "spotify:track:3hZY23TQ7UlqvYLKEsCVWy" "https://api.spotify.com/v1/audio-analysis/3hZY23TQ7UlqvYLKEsCVWy" "Citizen Erased [Live From Le Zenith] - Live"
"124" "2IcN1IspMGDKTOeI0vbVGJ" 0.207 0.943 11 -6.451 0 0.11 3.37e-05 0.407 0.972 0.0907 132.506 304293 4 "spotify:track:2IcN1IspMGDKTOeI0vbVGJ" "https://api.spotify.com/v1/audio-analysis/2IcN1IspMGDKTOeI0vbVGJ" "Showbiz [Live From Le Zenith] - Live"
"125" "0IjqYPwQ8iiZLVw1vKIgWT" 0.314 0.475 4 -9.897 1 0.0317 0.00471 0.799 0.819 0.145 73.827 276666 4 "spotify:track:0IjqYPwQ8iiZLVw1vKIgWT" "https://api.spotify.com/v1/audio-analysis/0IjqYPwQ8iiZLVw1vKIgWT" "Megalomania [Live From Le Zenith] - Live"
"126" "1Qg7wcwPO6P0HWvZXbWliI" 0.319 0.884 2 -6.969 1 0.0592 3.01e-05 0.61 0.958 0.42 116.075 277306 4 "spotify:track:1Qg7wcwPO6P0HWvZXbWliI" "https://api.spotify.com/v1/audio-analysis/1Qg7wcwPO6P0HWvZXbWliI" "Darkshines [Live From Le Zenith]"
"127" "6QugaVVw7GJtLLxe6Y7Qel" 0.302 0.513 7 -11.782 1 0.0311 0.217 0.206 0.956 0.0785 81.449 262133 4 "spotify:track:6QugaVVw7GJtLLxe6Y7Qel" "https://api.spotify.com/v1/audio-analysis/6QugaVVw7GJtLLxe6Y7Qel" "Screenager - Live From Le Zenith"
"128" "22qdj5G9Os5bfF0ftn3WjO" 0.217 0.873 0 -6.261 1 0.0522 6.82e-05 0.48 0.975 0.168 96.393 332800 4 "spotify:track:22qdj5G9Os5bfF0ftn3WjO" "https://api.spotify.com/v1/audio-analysis/22qdj5G9Os5bfF0ftn3WjO" "Space Dementia [Live From Le Zenith] - live"
"129" "1f1baOtPMLmk2wuopAvghz" 0.335 0.981 9 -5.415 0 0.119 3.24e-05 0.946 0.927 0.119 126.526 191066 4 "spotify:track:1f1baOtPMLmk2wuopAvghz" "https://api.spotify.com/v1/audio-analysis/1f1baOtPMLmk2wuopAvghz" "In Your World [Live From Le Zenith] - Live"
"130" "4BIYPh2NEIYtJ2NVEw5Voe" 0.352 0.719 6 -6.527 0 0.0364 9.82e-05 0.211 0.412 0.315 83.669 268933 4 "spotify:track:4BIYPh2NEIYtJ2NVEw5Voe" "https://api.spotify.com/v1/audio-analysis/4BIYPh2NEIYtJ2NVEw5Voe" "Muscle Museum [Live From Le Zenith] - Live"
"131" "6KR9NaynH8bF9w727wKQBL" 0.238 0.932 4 -5.809 1 0.0912 0.00326 0.298 0.114 0.186 150.899 363267 4 "spotify:track:6KR9NaynH8bF9w727wKQBL" "https://api.spotify.com/v1/audio-analysis/6KR9NaynH8bF9w727wKQBL" "New Born"
"132" "09oOhscdjOI4JzxgP9t0x3" 0.447 0.8 0 -9.482 0 0.047 0.000258 0.00206 0.113 0.251 127.956 251147 4 "spotify:track:09oOhscdjOI4JzxgP9t0x3" "https://api.spotify.com/v1/audio-analysis/09oOhscdjOI4JzxgP9t0x3" "Bliss"
"133" "4rg2mXbKkP8gJSXAxg8yJk" 0.166 0.723 11 -6.845 1 0.0472 0.0153 0.00265 0.214 0.0756 170.957 380760 4 "spotify:track:4rg2mXbKkP8gJSXAxg8yJk" "https://api.spotify.com/v1/audio-analysis/4rg2mXbKkP8gJSXAxg8yJk" "Space Dementia"
"134" "3LwfE3USKwANPjPz34iGDZ" 0.27 0.91 7 -4.544 1 0.0851 1.23e-05 0.000187 0.133 0.397 121.386 201507 4 "spotify:track:3LwfE3USKwANPjPz34iGDZ" "https://api.spotify.com/v1/audio-analysis/3LwfE3USKwANPjPz34iGDZ" "Hyper Music"
"135" "429MqIq5nGH32feyRZHunv" 0.408 0.965 2 -4.232 1 0.05 6.94e-06 0.000402 0.11 0.349 136.018 218000 4 "spotify:track:429MqIq5nGH32feyRZHunv" "https://api.spotify.com/v1/audio-analysis/429MqIq5nGH32feyRZHunv" "Plug In Baby"
"136" "0PEogXgSTxYjiL9oltS2Oc" 0.12 0.672 0 -7.873 1 0.0406 0.00912 0.0117 0.311 0.087 84.523 441093 4 "spotify:track:0PEogXgSTxYjiL9oltS2Oc" "https://api.spotify.com/v1/audio-analysis/0PEogXgSTxYjiL9oltS2Oc" "Citizen Erased"
"137" "6WZrDN48HebcJIfaH9VE4x" 0.307 0.805 2 -6.41 0 0.0369 0.000214 0.758 0.0717 0.18 160.33 218640 4 "spotify:track:6WZrDN48HebcJIfaH9VE4x" "https://api.spotify.com/v1/audio-analysis/6WZrDN48HebcJIfaH9VE4x" "Micro Cuts"
"138" "5Yj4AP0JGQWierBFKdKVyS" 0.345 0.418 7 -7.787 0 0.0316 0.299 1.75e-05 0.103 0.267 109.044 198800 3 "spotify:track:5Yj4AP0JGQWierBFKdKVyS" "https://api.spotify.com/v1/audio-analysis/5Yj4AP0JGQWierBFKdKVyS" "Feeling Good"
"139" "0qdsRAKNGrAD5P5HtlvO9P" 0.375 0.403 2 -12.776 0 0.0286 0.745 0.546 0.181 0.207 80.661 260000 4 "spotify:track:0qdsRAKNGrAD5P5HtlvO9P" "https://api.spotify.com/v1/audio-analysis/0qdsRAKNGrAD5P5HtlvO9P" "Screenager"
"140" "1rp3XLpOzVOzAKBnQqBBby" 0.518 0.758 2 -5.847 1 0.0348 0.00019 0.713 0.0834 0.502 109.054 286693 4 "spotify:track:1rp3XLpOzVOzAKBnQqBBby" "https://api.spotify.com/v1/audio-analysis/1rp3XLpOzVOzAKBnQqBBby" "Darkshines"
"141" "2Ql35D6jSAcDyLnQGsD6ie" 0.189 0.304 4 -11.897 0 0.032 0.0326 0.824 0.315 0.0899 145.76 279907 4 "spotify:track:2Ql35D6jSAcDyLnQGsD6ie" "https://api.spotify.com/v1/audio-analysis/2Ql35D6jSAcDyLnQGsD6ie" "Megalomania"
"142" "6Vg7cxsPsFSQHTu4jcDXjH" 0.331 0.972 7 -4.603 1 0.0889 3.99e-05 0.00379 0.0852 0.174 158.089 206750 4 "spotify:track:6Vg7cxsPsFSQHTu4jcDXjH" "https://api.spotify.com/v1/audio-analysis/6Vg7cxsPsFSQHTu4jcDXjH" "Futurism"
"143" "5wq8wceQvaFlOZovDtfr0j" 0.474 0.905 4 -6.137 0 0.0842 0.122 0.00154 0.166 0.322 93.02 233733 4 "spotify:track:5wq8wceQvaFlOZovDtfr0j" "https://api.spotify.com/v1/audio-analysis/5wq8wceQvaFlOZovDtfr0j" "Sunburn"
"144" "5rupf5kRDLhhFPxH15ZmBF" 0.447 0.534 6 -7.502 1 0.0345 0.00779 0.000125 0.0933 0.373 79.99 262973 4 "spotify:track:5rupf5kRDLhhFPxH15ZmBF" "https://api.spotify.com/v1/audio-analysis/5rupf5kRDLhhFPxH15ZmBF" "Muscle Museum"
"145" "3IwAWUa9JeTbwumBPvnOj9" 0.278 0.75 7 -6.545 1 0.0639 0.0541 4.59e-05 0.334 0.178 127.109 241400 4 "spotify:track:3IwAWUa9JeTbwumBPvnOj9" "https://api.spotify.com/v1/audio-analysis/3IwAWUa9JeTbwumBPvnOj9" "Fillip"
"146" "3vMrcGW4o35zY6vXjWb1p7" 0.321 0.215 9 -13.042 1 0.0334 0.861 0.00164 0.129 0.0451 117.797 273933 3 "spotify:track:3vMrcGW4o35zY6vXjWb1p7" "https://api.spotify.com/v1/audio-analysis/3vMrcGW4o35zY6vXjWb1p7" "Falling Down"
"147" "6Jf7Sx68vsWFKeWjOxcLhQ" 0.417 0.809 2 -5.669 1 0.0502 0.0259 8.93e-06 0.23 0.121 121.071 286933 4 "spotify:track:6Jf7Sx68vsWFKeWjOxcLhQ" "https://api.spotify.com/v1/audio-analysis/6Jf7Sx68vsWFKeWjOxcLhQ" "Cave"
"148" "2sCFFlnYg6Lk75GCcfSXEz" 0.236 0.635 2 -7.717 1 0.0565 0.0123 0.216 0.109 0.166 124.785 317000 4 "spotify:track:2sCFFlnYg6Lk75GCcfSXEz" "https://api.spotify.com/v1/audio-analysis/2sCFFlnYg6Lk75GCcfSXEz" "Showbiz"
"149" "6kyxQuFD38mo4S3urD2Wkw" 0.487 0.279 6 -11.586 0 0.0265 0.647 0.00185 0.11 0.162 139.362 237027 4 "spotify:track:6kyxQuFD38mo4S3urD2Wkw" "https://api.spotify.com/v1/audio-analysis/6kyxQuFD38mo4S3urD2Wkw" "Unintended"
"150" "2nRZDoVjdDujqBgieeUsQQ" 0.394 0.654 0 -7.879 1 0.052 0.0109 4.6e-06 0.356 0.526 114.694 218600 4 "spotify:track:2nRZDoVjdDujqBgieeUsQQ" "https://api.spotify.com/v1/audio-analysis/2nRZDoVjdDujqBgieeUsQQ" "Uno"
"151" "27SwNPCT06QkpufKP3t5ev" 0.356 0.921 8 -4.803 0 0.0609 0.000171 0.00155 0.313 0.216 119.777 244240 4 "spotify:track:27SwNPCT06QkpufKP3t5ev" "https://api.spotify.com/v1/audio-analysis/27SwNPCT06QkpufKP3t5ev" "Sober"
"152" "2oG793j2f1XoHkxURBtHyc" 0.143 0.488 2 -6.902 1 0.0353 0.0766 0 0.123 0.0921 77.497 211467 4 "spotify:track:2oG793j2f1XoHkxURBtHyc" "https://api.spotify.com/v1/audio-analysis/2oG793j2f1XoHkxURBtHyc" "Escape"
"153" "1DaqwHixRNyjy5zfKWg4Rl" 0.348 0.776 9 -6.068 0 0.0503 0.0227 4.84e-05 0.0833 0.496 105.657 146267 4 "spotify:track:1DaqwHixRNyjy5zfKWg4Rl" "https://api.spotify.com/v1/audio-analysis/1DaqwHixRNyjy5zfKWg4Rl" "Overdue"
"154" "1uz7XNGIPwugpFvRqQ5XtQ" 0.235 0.442 2 -8.752 1 0.0322 0.0572 0.122 0.0611 0.0551 156.229 309560 3 "spotify:track:1uz7XNGIPwugpFvRqQ5XtQ" "https://api.spotify.com/v1/audio-analysis/1uz7XNGIPwugpFvRqQ5XtQ" "Hate This and I'll Love You"
"155" "5PAZBoJLrrumblJ8gGuOe2" 0.28 0.782 4 -7.063 0 0.0756 0.0672 0.25 0.134 0.235 91.278 283864 3 "spotify:track:5PAZBoJLrrumblJ8gGuOe2" "https://api.spotify.com/v1/audio-analysis/5PAZBoJLrrumblJ8gGuOe2" "Spiral Static"
